"DataStream_x","DataStream_y"
1451,16.8175,
1452,21.9822,
1453,20.8119,
1454,22.0406,
1455,19.7078,
1456,19.5774,
1457,23.4946,
1458,17.0813,
1459,22.6679,
1460,18.833,
1461,20.0411,
1462,18.5918,
1463,21.4325,
1464,21.128,
1465,18.6745,
1466,23.2691,
1467,18.6751,
1468,21.0452,
1469,18.2488,
1470,21.1505,
1471,21.6622,
1472,19.0181,
1473,20.5094,
1474,20.7884,
1475,22.3087,
1476,19.6404,
1477,19.6147,
1478,20.5464,
1479,16.6266,
1480,20.2642,
1481,21.0952,
1482,17.3409,
1483,17.8569,
1484,24.3802,
1485,17.8135,
1486,21.6668,
1487,20.2594,
1488,18.4137,
1489,21.6067,
1490,19.1623,
1491,22.5214,
1492,18.9858,
1493,17.6511,
1494,20.8952,
1495,24.4917,
1496,21.738,
1497,19.6278,
1498,19.5038,
1499,22.5065,
1500,19.2045,
1501,19.7386,
1502,19.6551,
1503,17.8974,
1504,22.4342,
1505,19.0827,
1506,18.9607,
1507,22.4795,
1508,22.6109,
1509,22.0958,
1510,19.5554,
1511,21.3294,
1512,18.8144,
1513,18.4253,
1514,24.8786,
1515,17.9748,
1516,21.0857,
1517,19.7659,
1518,21.3562,
1519,21.0961,
1520,24.1093,
1521,19.8717,
1522,19.143,
1523,20.2136,
1524,18.9229,
1525,17.6997,
1526,21.6073,
1527,20.5385,
1528,18.8359,
1529,22.7019,
1530,21.5019,
1531,18.6782,
1532,23.3072,
1533,18.3074,
1534,19.9476,
1535,19.6151,
1536,17.946,
1537,23.3646,
1538,18.6539,
1539,24.6524,
1540,19.3051,
1541,21.6262,
1542,20.6547,
1543,19.5693,
1544,23.6704,
1545,20.3285,
1546,20.7801,
1547,20.3431,
1548,21.0375,
1549,22.7953,
1550,21.7309,
1551,23.1525,
1552,19.2271,
1553,26.1473,
1554,19.7296,
1555,23.0002,
1556,19.7771,
1557,19.7803,
1558,21.5621,
1559,21.2999,
1560,22.377,
1561,19.5475,
1562,21.5023,
