"DataStream_x","DataStream_y"
1088,15.2855,
1089,19.2892,
1090,15.8089,
1091,15.4712,
1092,19.8013,
1093,15.4032,
1094,15.2359,
1095,20.7208,
1096,15.685,
1097,15.8998,
1098,18.8299,
1099,14.9623,
1100,14.9676,
1101,14.9567,
1102,17.1011,
1103,15.0319,
1104,15.68,
1105,15.4391,
1106,15.9883,
1107,17.0273,
1108,15.7219,
1109,15.8702,
1110,16.0513,
1111,15.3931,
1112,16.2982,
1113,15.6429,
1114,15.2664,
1115,15.0606,
1116,16.8343,
1117,16.0942,
1118,15.7219,
1119,15.5234,
1120,15.2568,
1121,21.9662,
1122,16.2285,
1123,17.7435,
1124,16.4903,
1125,14.9234,
1126,14.5303,
1127,18.6149,
1128,14.8269,
1129,14.7491,
1130,16.9985,
1131,14.8899,
1132,15.1835,
1133,15.3654,
1134,18.3043,
1135,15.2675,
1136,14.8023,
1137,14.6046,
1138,17.6069,
1139,14.3388,
1140,15.0822,
1141,17.3732,
1142,14.772,
1143,14.7047,
1144,17.628,
1145,15.022,
1146,14.8264,
1147,18.3832,
1148,15.9443,
1149,14.7308,
1150,18.6687,
1151,14.9889,
1152,15.4705,
1153,15.4018,
1154,14.5047,
1155,17.5396,
1156,14.3904,
1157,14.8612,
1158,18.0009,
1159,14.6363,
1160,15.2016,
1161,17.5666,
1162,14.6438,
1163,15.0155,
1164,17.6512,
1165,16.0328,
1166,14.4526,
1167,16.0403,
1168,14.4556,
1169,14.374,
1170,19.3893,
1171,15.2884,
1172,15.2402,
1173,14.9224,
1174,14.9677,
1175,16.9273,
1176,14.6757,
1177,15.1949,
1178,16.7846,
1179,14.5748,
1180,15.9761,
1181,17.0599,
1182,14.7633,
1183,14.6345,
1184,16.9763,
1185,15.6226,
1186,14.7731,
1187,18.6973,
1188,14.8671,
1189,14.76,
1190,14.6322,
1191,16.925,
1192,14.1499,
1193,15.0458,
1194,15.1444,
1195,14.6418,
1196,16.4069,
1197,14.6926,
1198,14.5736,
1199,17.5846,
1200,14.9103,
1201,14.8741,
1202,18.5467,
1203,15.4075,
1204,14.7746,
1205,14.7881,
1206,16.3825,
1207,14.7251,
1208,15.313,
1209,17.7322,
1210,14.9542,
1211,16.6193,
1212,17.4197,
1213,14.7849,
1214,15.9831,
1215,15.9691,
1216,20.0295,
1217,15.3242,
1218,15.0754,
1219,16.7034,
1220,14.7188,
1221,15.0318,
1222,17.5025,
1223,15.2356,
1224,15.2867,
1225,17.671,
1226,15.3703,
1227,15.156,
1228,17.3886,
1229,15.3691,
1230,14.5654,
1231,14.3323,
1232,14.9514,
1233,15.6618,
1234,14.6427,
1235,17.0927,
1236,18.7137,
1237,14.7329,
1238,17.2795,
1239,15.823,
1240,14.8672,
1241,15.0125,
1242,15.3196,
1243,17.8027,
1244,15.0234,
1245,15.3762,
1246,14.3888,
1247,14.5284,
1248,18.848,
1249,17.4548,
1250,15.0294,
1251,14.6034,
1252,18.2767,
1253,14.6747,
1254,15.5399,
1255,14.7584,
1256,14.9602,
1257,14.6602,
1258,14.3427,
1259,14.6374,
1260,20.1235,
1261,14.4983,
1262,14.639,
1263,14.8415,
1264,15.6105,
1265,15.0539,
1266,17.7994,
1267,14.9491,
1268,15.7182,
1269,14.8505,
1270,17.7001,
1271,16.6595,
1272,15.0225,
1273,14.3918,
1274,14.6663,
1275,15.7188,
1276,14.6951,
1277,15.7602,
1278,15.32,
1279,15.2017,
1280,19.8673,
1281,15.0305,
1282,15.2007,
1283,14.5563,
1284,15.223,
1285,14.4623,
1286,14.4975,
1287,14.4474,
1288,20.2537,
1289,14.5223,
1290,14.9474,
1291,15.1509,
1292,17.8774,
1293,15.1817,
1294,15.1556,
1295,15.0576,
1296,15.4449,
1297,18.1082,
1298,16.7002,
1299,15.2687,
1300,14.8283,
1301,15.3009,
1302,17.9655,
1303,15.6838,
1304,17.3384,
1305,17.2201,
1306,20.8665,
1307,16.9705,
1308,16.6769,
1309,15.7295,
1310,14.94,
1311,15.6079,
1312,15.5255,
1313,19.8123,
1314,15.8999,
1315,20.4537,
1316,16.0818,
1317,19.3322,
1318,16.7124,
1319,16.0369,
1320,15.8692,
1321,16.6359,
1322,15.8035,
1323,15.4711,
1324,15.4373,
1325,22.171,
1326,17.9562,
1327,15.3601,
1328,16.1414,
1329,18.2198,
1330,15.7272,
1331,15.6274,
1332,15.6682,
1333,15.9884,
1334,15.6606,
1335,15.4299,
1336,20.6024,
1337,18.072,
1338,16.6687,
1339,15.3284,
1340,16.4247,
1341,16.9963,
1342,16.1638,
1343,16.3473,
1344,16.4497,
1345,16.595,
1346,15.9588,
1347,15.9522,
1348,15.7502,
1349,16.9782,
1350,18.8889,
1351,15.1096,
1352,15.3246,
1353,17.9757,
1354,16.1559,
1355,15.7976,
1356,16.7851,
1357,21.0984,
1358,16.0287,
1359,15.6505,
1360,16.1574,
1361,16.8561,
1362,19.7928,
1363,15.8409,
1364,16.802,
1365,22.1558,
1366,18.3067,
1367,16.6441,
1368,15.8591,
1369,16.0277,
1370,16.1195,
1371,15.994,
1372,15.259,
1373,15.8889,
1374,20.735,
1375,19.2555,
1376,16.4156,
1377,16.7444,
1378,16.6271,
1379,16.9499,
1380,16.4814,
1381,16.708,
1382,15.3875,
1383,15.7947,
1384,15.3212,
1385,15.2883,
1386,19.9396,
1387,15.4296,
1388,18.1675,
1389,16.5498,
1390,18.4212,
1391,16.2412,
1392,15.5789,
1393,16.5593,
1394,16.3321,
1395,17.0536,
1396,15.9514,
1397,15.0959,
1398,21.034,
1399,15.8915,
1400,15.0078,
1401,17.5183,
1402,16.0605,
1403,15.4501,
1404,15.3206,
1405,15.8346,
1406,16.0917,
1407,15.2367,
1408,15.1929,
1409,15.0114,
1410,15.0982,
1411,18.6847,
1412,14.7529,
1413,15.3137,
1414,17.3945,
1415,15.4895,
1416,16.6526,
1417,17.4869,
1418,16.1187,
1419,15.5957,
1420,16.5732,
1421,15.854,
1422,15.4704,
1423,20.0823,
1424,19.6965,
1425,15.2009,
1426,16.7231,
1427,17.0786,
1428,18.5291,
1429,15.3279,
1430,15.5243,
1431,15.8373,
1432,15.6196,
1433,15.1027,
1434,15.9235,
1435,14.4858,
1436,18.6529,
1437,15.3853,
1438,16.8227,
1439,15.0558,
1440,15.9093,
1441,15.4016,
1442,18.4028,
1443,15.8529,
1444,15.5303,
1445,17.9661,
1446,15.5718,
1447,15.2389,
1448,16.695,
1449,15.1869,
1450,14.6754,
1451,14.5906,
1452,15.1154,
1453,18.8746,
1454,15.0879,
1455,14.9928,
1456,18.6359,
1457,17.212,
1458,15.559,
1459,18.9941,
1460,15.6152,
1461,15.4412,
1462,15.1437,
1463,18.1963,
1464,15.9786,
1465,15.5648,
1466,15.9065,
1467,15.264,
1468,15.9154,
1469,16.5642,
1470,23.62,
1471,15.6899,
1472,15.6708,
1473,19.7005,
1474,15.712,
1475,14.7928,
1476,18.5621,
1477,16.6913,
1478,16.5327,
1479,18.9159,
1480,15.4371,
1481,15.3928,
1482,15.4072,
1483,19.5203,
1484,15.8824,
1485,16.1582,
1486,18.7289,
1487,17.7928,
1488,15.2468,
1489,18.8041,
1490,14.9627,
1491,14.8531,
1492,17.0732,
1493,15.739,
1494,15.184,
1495,17.4188,
1496,15.0593,
1497,15.0935,
1498,17.1516,
1499,14.7404,
1500,15.3107,
1501,17.0891,
1502,14.3948,
1503,15.2712,
1504,17.0228,
1505,15.6773,
1506,15.5585,
1507,17.0528,
1508,16.2765,
1509,14.9477,
1510,17.2027,
1511,15.4015,
1512,14.7025,
1513,14.5342,
1514,18.0379,
1515,14.8916,
1516,14.8932,
1517,18.1147,
1518,18.336,
1519,14.8567,
1520,17.9196,
1521,15.8858,
1522,15.6908,
1523,19.092,
1524,15.857,
1525,15.765,
1526,18.7518,
1527,21.0012,
1528,15.6582,
1529,17.8268,
1530,15.5866,
1531,15.6753,
1532,17.9964,
1533,16.3521,
1534,15.4481,
1535,15.7954,
1536,19.9849,
1537,15.6057,
1538,21.4767,
1539,17.1756,
1540,16.0532,
1541,19.0304,
1542,16.7868,
1543,16.9462,
1544,18.7288,
1545,15.9134,
1546,19.5806,
1547,18.3434,
1548,16.1114,
1549,15.9186,
1550,17.9345,
1551,15.7798,
1552,16.3081,
1553,19.6222,
1554,15.8829,
1555,16.7632,
1556,20.9042,
1557,16.5327,
1558,16.5079,
1559,19.526,
1560,16.4795,
1561,17.5469,
1562,18.0265,
1563,16.0571,
1564,18.764,
1565,16.323,
1566,16.4303,
1567,20.4402,
1568,17.2755,
1569,17.6547,
1570,20.3766,
1571,16.7135,
1572,19.2096,
1573,17.4606,
1574,17.0849,
1575,22.5368,
1576,17.5583,
1577,20.4779,
1578,16.6492,
1579,16.9589,
1580,20.4421,
1581,16.7632,
1582,16.9995,
1583,19.354,
1584,17.7882,
1585,17.0141,
1586,19.0519,
1587,16.3602,
1588,17.2007,
1589,18.9738,
1590,16.9611,
1591,16.6925,
1592,22.0222,
1593,16.5167,
1594,17.4059,
1595,18.7159,
1596,16.3728,
1597,16.4259,
1598,17.8676,
1599,20.4919,
1600,16.6628,
1601,20.6568,
1602,16.4501,
1603,18.3933,
1604,20.6231,
1605,16.7765,
